Day of Week,Date,Subways: % of Comparable Pre-Pandemic Day,7-day Averge,Subway Mobility Index,Avg. Ridership
3,2021-02-24,0.322,0.31928571428571434,131.92857142857144,1432963.5714285714
4,2021-02-25,0.317,0.3277142857142858,132.77142857142857,1492578
5,2021-02-26,0.331,0.3317142857142858,133.17142857142858,1529355.5714285714
6,2021-02-27,0.377,0.33128571428571435,133.12857142857143,1523967.857142857
7,2021-02-28,0.361,0.33028571428571435,133.02857142857144,1520252.4285714286
1,2021-03-01,0.39399999999999996,0.34471428571428575,134.4714285714286,1536605.857142857
2,2021-03-02,0.306,0.34400000000000003,134.4,1539374.2857142857
3,2021-03-03,0.325,0.3444285714285715,134.44285714285715,1545109.7142857143
4,2021-03-04,0.314,0.34400000000000003,134.4,1546608.5714285714
5,2021-03-05,0.322,0.3427142857142858,134.27142857142857,1547039.142857143
6,2021-03-06,0.375,0.34242857142857147,134.24285714285716,1560415
7,2021-03-07,0.423,0.35128571428571437,135.12857142857143,1572291.2857142857
1,2021-03-08,0.31,0.33928571428571436,133.92857142857144,1575623.142857143
2,2021-03-09,0.319,0.3411428571428572,134.11428571428573,1587721.2857142857
3,2021-03-10,0.32,0.34042857142857147,134.04285714285714,1588107.2857142857
4,2021-03-11,0.324,0.3418571428571429,134.18571428571428,1598590.7142857143
5,2021-03-12,0.34,0.3444285714285715,134.44285714285715,1611274.5714285714
6,2021-03-13,0.39399999999999996,0.34714285714285714,134.71428571428572,1624058.142857143
7,2021-03-14,0.379,0.34085714285714286,134.0857142857143,1628314
1,2021-03-15,0.321,0.34242857142857147,134.24285714285716,1629793.7142857143
2,2021-03-16,0.32,0.34257142857142864,134.25714285714287,1624652.5714285714
3,2021-03-17,0.32799999999999996,0.34371428571428575,134.3714285714286,1627106.4285714286
4,2021-03-18,0.319,0.343,134.3,1611219.4285714286
5,2021-03-19,0.34700000000000003,0.34400000000000003,134.4,1610092
6,2021-03-20,0.43200000000000005,0.34942857142857153,134.94285714285718,1617239.2857142857
7,2021-03-21,0.419,0.35514285714285715,135.51428571428573,1630013.2857142857
1,2021-03-22,0.33299999999999996,0.3568571428571429,135.68571428571428,1640269.857142857
2,2021-03-23,0.331,0.3584285714285715,135.84285714285716,1651929.7142857143
3,2021-03-24,0.32,0.3572857142857143,135.72857142857143,1646470.142857143
4,2021-03-25,0.33299999999999996,0.3592857142857144,135.92857142857144,1668633
5,2021-03-26,0.34700000000000003,0.3592857142857144,135.92857142857144,1673161.857142857
6,2021-03-27,0.423,0.35800000000000004,135.8,1682713.7142857143
7,2021-03-28,0.35700000000000004,0.3491428571428572,134.9142857142857,1653265.2857142857
1,2021-03-29,0.314,0.3464285714285715,134.64285714285717,1644759
2,2021-03-30,0.327,0.3458571428571429,134.5857142857143,1645050.7142857143
3,2021-03-31,0.308,0.3441428571428572,134.41428571428574,1642252.142857143
4,2021-04-01,0.312,0.3411428571428572,134.11428571428573,1630214.142857143
5,2021-04-02,0.37,0.3444285714285715,134.44285714285715,1604355
6,2021-04-03,0.466,0.35057142857142864,135.05714285714285,1596597.5714285714
7,2021-04-04,0.406,0.35757142857142865,135.75714285714287,1617170.857142857
1,2021-04-05,0.32799999999999996,0.3595714285714286,135.95714285714286,1628112.857142857
2,2021-04-06,0.33799999999999997,0.3611428571428572,136.11428571428573,1636788.2857142857
3,2021-04-07,0.33899999999999997,0.3655714285714286,136.55714285714288,1662089.2857142857
4,2021-04-08,0.34600000000000003,0.3704285714285715,137.04285714285714,1686668.857142857
5,2021-04-09,0.355,0.3682857142857143,136.82857142857142,1725189.142857143
6,2021-04-10,0.424,0.3622857142857144,136.22857142857143,1735586.4285714286
7,2021-04-11,0.364,0.3562857142857143,135.62857142857143,1728358.7142857143
1,2021-04-12,0.33299999999999996,0.35700000000000004,135.7,1732233
2,2021-04-13,0.34,0.3572857142857143,135.72857142857143,1742227.142857143
3,2021-04-14,0.33799999999999997,0.3571428571428572,135.71428571428572,1746906.7142857143
4,2021-04-15,0.324,0.35400000000000004,135.4,1731623.857142857
5,2021-04-16,0.364,0.3552857142857143,135.52857142857144,1739057.7142857143
6,2021-04-17,0.434,0.35671428571428576,135.67142857142858,1743670.7142857143
7,2021-04-18,0.43700000000000006,0.36714285714285716,136.71428571428572,1769647.4285714286
1,2021-04-19,0.387,0.37485714285714294,137.4857142857143,1779034
2,2021-04-20,0.384,0.38114285714285717,138.11428571428573,1789119.7142857143
3,2021-04-21,0.36200000000000004,0.3845714285714287,138.45714285714288,1781658.857142857
4,2021-04-22,0.374,0.3917142857142858,139.17142857142858,1800765
5,2021-04-23,0.42100000000000004,0.3998571428571429,139.9857142857143,1806856.4285714286
6,2021-04-24,0.465,0.40428571428571436,140.42857142857144,1820430.857142857
7,2021-04-25,0.40700000000000003,0.4000000000000001,140,1806505.7142857143
1,2021-04-26,0.35200000000000004,0.3950000000000001,139.5,1812815.857142857
2,2021-04-27,0.355,0.39085714285714296,139.0857142857143,1806971.2857142857
3,2021-04-28,0.368,0.3917142857142858,139.17142857142858,1831272.7142857143
4,2021-04-29,0.345,0.3875714285714286,138.75714285714287,1829606.4285714286
5,2021-04-30,0.377,0.38128571428571434,138.12857142857143,1835047.5714285714
6,2021-05-01,0.469,0.38185714285714295,138.18571428571428,1834355.2857142857
7,2021-05-02,0.495,0.39442857142857146,139.44285714285715,1858418.7142857143
1,2021-05-03,0.35,0.3941428571428572,139.4142857142857,1860650.5714285714
2,2021-05-04,0.365,0.3955714285714286,139.55714285714285,1871869.7142857143
3,2021-05-05,0.354,0.3935714285714286,139.35714285714286,1863094.5714285714
4,2021-05-06,0.374,0.39771428571428574,139.77142857142857,1887624
5,2021-05-07,0.39799999999999996,0.40071428571428575,140.07142857142858,1898864.7142857143
6,2021-05-08,0.449,0.39785714285714285,139.78571428571428,1888788
7,2021-05-09,0.535,0.4035714285714286,140.35714285714283,1882397
1,2021-05-10,0.366,0.40585714285714286,140.5857142857143,1885130.5714285714
2,2021-05-11,0.373,0.40700000000000003,140.7,1889173
3,2021-05-12,0.371,0.40942857142857153,140.94285714285715,1904612.4285714286
4,2021-05-13,0.366,0.40828571428571436,140.82857142857142,1899334.2857142857
5,2021-05-14,0.396,0.40800000000000003,140.79999999999998,1903488.142857143
6,2021-05-15,0.48100000000000004,0.41257142857142864,141.25714285714287,1930997.857142857
7,2021-05-16,0.45799999999999996,0.40157142857142863,140.15714285714287,1944309.857142857
1,2021-05-17,0.363,0.4011428571428572,140.11428571428573,1948979.142857143
2,2021-05-18,0.368,0.40042857142857147,140.04285714285714,1949239.2857142857
3,2021-05-19,0.384,0.4022857142857143,140.22857142857143,1960017.2857142857
4,2021-05-20,0.4,0.4071428571428572,140.71428571428572,1975267
5,2021-05-21,0.431,0.4121428571428572,141.21428571428572,1984581.7142857143
6,2021-05-22,0.547,0.42157142857142865,142.15714285714287,1985983.5714285714
7,2021-05-23,0.499,0.4274285714285715,142.74285714285716,1995750.4285714286
1,2021-05-24,0.38299999999999995,0.4302857142857143,143.02857142857144,2009544
2,2021-05-25,0.419,0.4375714285714286,143.75714285714287,2026866.5714285714
3,2021-05-26,0.4,0.4398571428571429,143.9857142857143,2029494.4285714286
4,2021-05-27,0.41,0.44128571428571434,144.12857142857143,2041312.4285714286
5,2021-05-28,0.38799999999999996,0.43514285714285716,143.5142857142857,2027099
6,2021-05-29,0.43200000000000005,0.4187142857142857,141.87142857142857,1987729.2857142857
7,2021-05-30,0.42100000000000004,0.4075714285714286,140.75714285714284,1958564.4285714286
1,2021-05-31,0.534,0.4291428571428572,142.91428571428574,1854017.7142857143
2,2021-06-01,0.409,0.42771428571428577,142.77142857142857,1852290.2857142857
3,2021-06-02,0.408,0.4288571428571429,142.88571428571427,1862034
4,2021-06-03,0.391,0.4261428571428572,142.61428571428573,1845133.7142857143
5,2021-06-04,0.408,0.4290000000000001,142.9,1856232.857142857
6,2021-06-05,0.5479999999999999,0.4455714285714286,144.55714285714288,1916338.142857143
7,2021-06-06,0.526,0.4605714285714286,146.05714285714285,1958797
1,2021-06-07,0.42200000000000004,0.44457142857142856,144.45714285714286,2078270
2,2021-06-08,0.39399999999999996,0.4424285714285715,144.24285714285716,2079215.142857143
3,2021-06-09,0.406,0.44214285714285717,144.21428571428572,2085228.7142857143
4,2021-06-10,0.434,0.44828571428571434,144.82857142857145,2119554.8571428573
5,2021-06-11,0.433,0.4518571428571429,145.18571428571428,2142167.5714285714
6,2021-06-12,0.555,0.4528571428571429,145.28571428571428,2139786.714285714
7,2021-06-13,0.5920000000000001,0.46228571428571436,146.22857142857143,2142160.285714286
1,2021-06-14,0.408,0.46028571428571435,146.02857142857144,2142128.5714285714
2,2021-06-15,0.441,0.4670000000000001,146.70000000000002,2171351.1428571427
3,2021-06-16,0.44,0.4718571428571429,147.1857142857143,2190433.5714285714
4,2021-06-17,0.449,0.4740000000000001,147.40000000000003,2201700.285714286
5,2021-06-18,0.46399999999999997,0.4784285714285715,147.84285714285716,2216547.8571428573
6,2021-06-19,0.541,0.4764285714285715,147.64285714285714,2217801.285714286
7,2021-06-20,0.529,0.46742857142857147,146.74285714285716,2219143.1428571427
1,2021-06-21,0.419,0.46900000000000003,146.9,2225082.8571428573
2,2021-06-22,0.42700000000000005,0.4670000000000001,146.70000000000002,2208627.285714286
3,2021-06-23,0.44,0.4670000000000001,146.70000000000002,2212663.5714285714
4,2021-06-24,0.452,0.46742857142857147,146.74285714285716,2212691.8571428573
5,2021-06-25,0.473,0.4687142857142858,146.8714285714286,2214243.714285714
6,2021-06-26,0.5820000000000001,0.47457142857142864,147.45714285714286,2224465
7,2021-06-27,0.517,0.4728571428571429,147.28571428571428,2249043.714285714
1,2021-06-28,0.433,0.4748571428571429,147.4857142857143,2247323.285714286
2,2021-06-29,0.44,0.4767142857142858,147.67142857142858,2245742.5714285714
3,2021-06-30,0.45,0.4781428571428572,147.81428571428572,2216945.5714285714
4,2021-07-01,0.418,0.47328571428571437,147.32857142857142,2179713.4285714286
5,2021-07-02,0.59,0.4900000000000001,149.00000000000003,2138695.8571428573
6,2021-07-03,0.595,0.49185714285714294,149.1857142857143,2094109.4285714286
7,2021-07-04,0.54,0.49514285714285716,149.5142857142857,2081098.2857142857
1,2021-07-05,0.647,0.5257142857142857,152.57142857142858,1972639.4285714286
2,2021-07-06,0.42200000000000004,0.5231428571428572,152.31428571428572,1966673.142857143
3,2021-07-07,0.43799999999999994,0.5214285714285715,152.14285714285714,1979705.7142857143
4,2021-07-08,0.431,0.5232857142857144,152.32857142857142,1989988
5,2021-07-09,0.43,0.5004285714285714,150.04285714285714,1993189.4285714286
6,2021-07-10,0.588,0.4994285714285715,149.94285714285715,2027498.7142857143
7,2021-07-11,0.561,0.5024285714285714,150.24285714285713,2012795.5714285714
1,2021-07-12,0.425,0.47071428571428575,147.07142857142856,2120261.4285714286
2,2021-07-13,0.444,0.47385714285714287,147.38571428571427,2142540.1428571427
3,2021-07-14,0.46,0.47700000000000004,147.70000000000002,2154046
4,2021-07-15,0.478,0.4837142857142857,148.37142857142857,2185154
5,2021-07-16,0.488,0.49200000000000005,149.2,2216365.8571428573
6,2021-07-17,0.649,0.5007142857142858,150.07142857142858,2206874.285714286
7,2021-07-18,0.645,0.5127142857142858,151.2714285714286,2212294.4285714286
1,2021-07-19,0.461,0.5178571428571429,151.78571428571428,2224079.8571428573
2,2021-07-20,0.467,0.5211428571428572,152.11428571428573,2224704.714285714
3,2021-07-21,0.44799999999999995,0.5194285714285715,151.94285714285715,2222828.8571428573
4,2021-07-22,0.465,0.5175714285714286,151.75714285714287,2222907
5,2021-07-23,0.48100000000000004,0.5165714285714287,151.65714285714287,2225171
6,2021-07-24,0.607,0.5105714285714286,151.05714285714288,2244445.5714285714
7,2021-07-25,0.56,0.4984285714285715,149.84285714285716,2238657.8571428573
1,2021-07-26,0.451,0.49700000000000005,149.70000000000002,2237328.714285714
2,2021-07-27,0.462,0.49628571428571433,149.62857142857143,2241051.8571428573
3,2021-07-28,0.474,0.5000000000000001,150,2245374.4285714286
4,2021-07-29,0.445,0.4971428571428572,149.71428571428572,2223398.5714285714
5,2021-07-30,0.491,0.4985714285714286,149.85714285714286,2224176.5714285714
6,2021-07-31,0.612,0.4992857142857144,149.92857142857144,2222548.714285714
7,2021-08-01,0.552,0.4981428571428572,149.81428571428572,2220615
1,2021-08-02,0.455,0.4987142857142858,149.87142857142857,2222836.8571428573
2,2021-08-03,0.465,0.49914285714285717,149.9142857142857,2222263.285714286
3,2021-08-04,0.48200000000000004,0.5002857142857143,150.02857142857144,2221443
4,2021-08-05,0.466,0.5032857142857143,150.32857142857142,2235840.1428571427
5,2021-08-06,0.488,0.5028571428571429,150.28571428571428,2230333.714285714
6,2021-08-07,0.589,0.4995714285714286,149.95714285714286,2221683.8571428573
7,2021-08-08,0.5379999999999999,0.49757142857142866,149.75714285714287,2219196.8571428573
1,2021-08-09,0.456,0.4977142857142858,149.77142857142857,2212847.8571428573
2,2021-08-10,0.47600000000000003,0.4992857142857143,149.92857142857144,2206871.714285714
3,2021-08-11,0.473,0.49800000000000005,149.8,2199280.1428571427
4,2021-08-12,0.461,0.49728571428571433,149.72857142857143,2187718.1428571427
5,2021-08-13,0.485,0.4968571428571429,149.68571428571428,2174958.1428571427
6,2021-08-14,0.6,0.4984285714285715,149.84285714285716,2166067.285714286
7,2021-08-15,0.629,0.5114285714285715,151.14285714285717,2179886.5714285714
1,2021-08-16,0.475,0.5141428571428571,151.4142857142857,2179617.5714285714
2,2021-08-17,0.47600000000000003,0.5141428571428571,151.4142857142857,2177540.5714285714
3,2021-08-18,0.483,0.5155714285714287,151.55714285714285,2173203.285714286
4,2021-08-19,0.479,0.5181428571428571,151.81428571428572,2171937.8571428573
5,2021-08-20,0.504,0.5208571428571429,152.0857142857143,2175695
6,2021-08-21,0.5920000000000001,0.5197142857142858,151.9714285714286,2175440.285714286
7,2021-08-22,0.32,0.47557142857142864,147.55714285714285,2077608.857142857
1,2021-08-23,0.42200000000000004,0.4680000000000001,146.8,2043942.4285714286
2,2021-08-24,0.473,0.46757142857142864,146.75714285714287,2048901.5714285714
3,2021-08-25,0.48200000000000004,0.46742857142857147,146.74285714285716,2056459.2857142857
4,2021-08-26,0.47100000000000003,0.46628571428571436,146.62857142857143,2062264.5714285714
5,2021-08-27,0.48700000000000004,0.46385714285714297,146.3857142857143,2052504.2857142857
6,2021-08-28,0.57,0.4607142857142858,146.07142857142858,2044598
7,2021-08-29,0.561,0.4951428571428572,149.5142857142857,2138146.8571428573
1,2021-08-30,0.47700000000000004,0.503,150.3,2176570.285714286
2,2021-08-31,0.48700000000000004,0.5050000000000001,150.5,2186651.4285714286
3,2021-09-01,0.442,0.4992857142857144,149.92857142857144,2157448.4285714286
4,2021-09-02,0.315,0.47700000000000004,147.70000000000002,2040169.2857142857
5,2021-09-03,0.488,0.4771428571428572,147.71428571428572,2040489.2857142857
6,2021-09-04,0.61,0.48285714285714293,148.28571428571428,2057439
7,2021-09-05,0.568,0.48385714285714293,148.3857142857143,2059760.5714285714
1,2021-09-06,0.6829999999999999,0.5132857142857143,151.32857142857142,1945140.4285714286
2,2021-09-07,0.42100000000000004,0.5038571428571429,150.3857142857143,1902354
3,2021-09-08,0.46,0.5064285714285715,150.64285714285714,1936046.5714285714
4,2021-09-09,0.455,0.5264285714285715,152.64285714285714,2085177
5,2021-09-10,0.484,0.5258571428571429,152.5857142857143,2149602.4285714286
6,2021-09-11,0.633,0.5291428571428571,152.9142857142857,2178963.8571428573
7,2021-09-12,0.621,0.5367142857142858,153.67142857142858,2203929.8571428573
1,2021-09-13,0.503,0.511,151.10000000000002,2394726.285714286
2,2021-09-14,0.506,0.5231428571428572,152.31428571428572,2506080.285714286
3,2021-09-15,0.499,0.5287142857142858,152.8714285714286,2571637
4,2021-09-16,0.42100000000000004,0.5238571428571429,152.3857142857143,2547603
5,2021-09-17,0.507,0.5271428571428572,152.71428571428572,2574582.4285714286
6,2021-09-18,0.607,0.5234285714285715,152.34285714285716,2579176.285714286
7,2021-09-19,0.611,0.522,152.2,2580185.5714285714
1,2021-09-20,0.502,0.5218571428571429,152.18571428571428,2584589.8571428573
2,2021-09-21,0.503,0.5214285714285715,152.14285714285714,2585641.714285714
3,2021-09-22,0.499,0.5214285714285715,152.14285714285714,2590524.714285714
4,2021-09-23,0.498,0.5324285714285715,153.24285714285713,2659521.4285714286
5,2021-09-24,0.531,0.5358571428571429,153.5857142857143,2672859.285714286
6,2021-09-25,0.664,0.544,154.4,2689256.5714285714
7,2021-09-26,0.637,0.5477142857142858,154.77142857142857,2691855.8571428573
1,2021-09-27,0.5,0.5474285714285715,154.74285714285716,2690473.5714285714
2,2021-09-28,0.488,0.5452857142857143,154.52857142857144,2677506.714285714
3,2021-09-29,0.516,0.5477142857142858,154.77142857142857,2683590.1428571427
4,2021-09-30,0.524,0.5514285714285715,155.14285714285717,2702323.714285714
5,2021-10-01,0.528,0.551,155.10000000000002,2708204.4285714286
6,2021-10-02,0.619,0.5445714285714286,154.45714285714286,2698777.4285714286
7,2021-10-03,0.626,0.543,154.3,2693167
1,2021-10-04,0.502,0.5432857142857144,154.32857142857145,2691860.8571428573
2,2021-10-05,0.541,0.5508571428571429,155.0857142857143,2715238.714285714
3,2021-10-06,0.529,0.5527142857142858,155.2714285714286,2726302.8571428573
4,2021-10-07,0.529,0.5534285714285715,155.34285714285713,2732600
5,2021-10-08,0.541,0.5552857142857144,155.52857142857144,2733446.714285714
6,2021-10-09,0.628,0.5565714285714286,155.65714285714284,2731521.5714285714
7,2021-10-10,0.564,0.5477142857142858,154.77142857142857,2720365.714285714
1,2021-10-11,0.532,0.552,155.20000000000002,2634159.714285714
2,2021-10-12,0.529,0.5502857142857144,155.02857142857144,2635871.714285714
3,2021-10-13,0.541,0.552,155.20000000000002,2638257
4,2021-10-14,0.534,0.5527142857142858,155.2714285714286,2645403.714285714
5,2021-10-15,0.539,0.5524285714285715,155.24285714285716,2653792.4285714286
6,2021-10-16,0.608,0.5495714285714286,154.95714285714286,2652599.5714285714
7,2021-10-17,0.67,0.5647142857142857,156.47142857142856,2671498.5714285714
1,2021-10-18,0.527,0.5640000000000001,156.4,2774669.285714286
2,2021-10-19,0.5489999999999999,0.566857142857143,156.68571428571428,2785424.5714285714
3,2021-10-20,0.535,0.5660000000000001,156.6,2796398.8571428573
4,2021-10-21,0.535,0.5661428571428572,156.61428571428573,2800273.5714285714
5,2021-10-22,0.547,0.5672857142857144,156.72857142857143,2800024.8571428573
6,2021-10-23,0.623,0.5694285714285715,156.94285714285715,2805072.714285714
7,2021-10-24,0.727,0.5775714285714286,157.75714285714287,2800785.714285714
1,2021-10-25,0.521,0.5767142857142858,157.6714285714286,2802538.4285714286
2,2021-10-26,0.45299999999999996,0.5630000000000001,156.3,2734317.714285714
3,2021-10-27,0.5489999999999999,0.5650000000000001,156.5,2743769
4,2021-10-28,0.584,0.5720000000000001,157.20000000000002,2757823.4285714286
5,2021-10-29,0.547,0.5720000000000001,157.20000000000002,2761575.285714286
6,2021-10-30,0.611,0.5702857142857143,157.02857142857144,2756826.1428571427
7,2021-10-31,0.695,0.5657142857142857,156.57142857142858,2777803.8571428573
1,2021-11-01,0.522,0.565857142857143,156.5857142857143,2783393.4285714286
2,2021-11-02,0.515,0.5747142857142858,157.47142857142856,2804248.8571428573
3,2021-11-03,0.5479999999999999,0.5745714285714286,157.45714285714288,2803315.8571428573
4,2021-11-04,0.546,0.5691428571428572,156.9142857142857,2791594.285714286
5,2021-11-05,0.563,0.5714285714285714,157.14285714285714,2797570.1428571427
6,2021-11-06,0.679,0.5811428571428572,158.11428571428573,2819254
7,2021-11-07,0.657,0.5757142857142857,157.57142857142856,2839723.1428571427
1,2021-11-08,0.528,0.5765714285714286,157.65714285714284,2844203.8571428573
2,2021-11-09,0.5660000000000001,0.583857142857143,158.3857142857143,2906094.285714286
3,2021-11-10,0.5760000000000001,0.5878571428571429,158.78571428571428,2914427.714285714
4,2021-11-11,0.61,0.5970000000000001,159.7,2862456.714285714
5,2021-11-12,0.5379999999999999,0.5934285714285715,159.34285714285716,2843107.714285714
6,2021-11-13,0.6709999999999999,0.5922857142857144,159.22857142857146,2839375.5714285714
7,2021-11-14,0.7,0.5984285714285714,159.84285714285713,2812653.4285714286
1,2021-11-15,0.555,0.6022857142857143,160.22857142857143,2819125.8571428573
2,2021-11-16,0.568,0.6025714285714285,160.25714285714287,2827866.1428571427
3,2021-11-17,0.569,0.6015714285714286,160.15714285714287,2830306.8571428573
4,2021-11-18,0.57,0.5958571428571429,159.5857142857143,2900597.1428571427
5,2021-11-19,0.5720000000000001,0.6007142857142858,160.07142857142858,2923322.4285714286
6,2021-11-20,0.67,0.6005714285714286,160.05714285714285,2918458
7,2021-11-21,0.743,0.6067142857142857,160.67142857142858,2914333
1,2021-11-22,0.5479999999999999,0.6057142857142858,160.57142857142858,2917118.4285714286
2,2021-11-23,0.564,0.6051428571428572,160.51428571428573,2909324.4285714286
3,2021-11-24,0.585,0.6074285714285715,160.74285714285716,2868651.5714285714
4,2021-11-25,0.64,0.6174285714285714,161.74285714285713,2574278.4285714286
5,2021-11-26,0.601,0.6215714285714286,162.15714285714284,2398427
6,2021-11-27,0.675,0.6222857142857142,162.22857142857143,2361921.8571428573
7,2021-11-28,0.722,0.6192857142857143,161.92857142857142,2332108.8571428573
1,2021-11-29,0.57,0.6224285714285714,162.24285714285713,2312850.8571428573
2,2021-11-30,0.551,0.6205714285714287,162.05714285714285,2301459.8571428573
3,2021-12-01,0.557,0.6165714285714287,161.65714285714284,2335927
4,2021-12-02,0.5539999999999999,0.6042857142857143,160.42857142857144,2622465.4285714286
5,2021-12-03,0.5660000000000001,0.5992857142857143,159.92857142857142,2806187
6,2021-12-04,0.657,0.5967142857142858,159.67142857142858,2868242
7,2021-12-05,0.65,0.5864285714285715,158.64285714285714,2906508.714285714
