DATE,2021-04-24
New York City Recovery Index,5.567557988593919
Covid-19 Hospitalizations Index,3.4623615089002016
Unemployment Claims Index,9.019365521084424
Home Sales Index,3.7128861943669165
Rental Inventory Index,3.022163278640541
Subway Mobility Index,4.75714285714286
Restaurant Reservations Index,9.431428571428569
