DATE,2021-06-12
New York City Recovery Index,3.3192731410759535
Covid-19 Hospitalizations Index,-0.3418512008469534
Unemployment Claims Index,-1.612844108444854
Home Sales Index,14.08900172784655
Rental Inventory Index,1.208475285043889
Subway Mobility Index,0.7142857142857153
Restaurant Reservations Index,5.858571428571423
