DATE,2021-05-08
New York City Recovery Index,-9.841840914137805
Covid-19 Hospitalizations Index,5.620336994516215
Unemployment Claims Index,-64.4833891608692
Home Sales Index,-5.099395380837166
Rental Inventory Index,0.6599734909348243
Subway Mobility Index,1.5714285714285694
Restaurant Reservations Index,2.6799999999999926
