DATE,2021-05-15
New York City Recovery Index,8.320554923283368
Covid-19 Hospitalizations Index,2.8808535145740777
Unemployment Claims Index,31.33460678659452
Home Sales Index,10.106001849929868
Rental Inventory Index,1.121867388601757
Subway Mobility Index,1.471428571428568
Restaurant Reservations Index,3.008571428571429
