DATE,2021-08-21
New York City Recovery Index,4.613422078743511
Covid-19 Hospitalizations Index,0.5371037199970203
Unemployment Claims Index,13.729541756890328
Home Sales Index,7.279466271312089
Rental Inventory Index,-0.11415070430977892
Subway Mobility Index,2.1285714285714263
Restaurant Reservations Index,4.1199999999999974
