DATE,2021-11-27
New York City Recovery Index,-13.762850408797703
Covid-19 Hospitalizations Index,-2.7246206984341654
Unemployment Claims Index,-2.964764404530314
Home Sales Index,-72.50711677257958
Rental Inventory Index,-5.552029148670783
Subway Mobility Index,2.171428571428578
Restaurant Reservations Index,-1
