DATE,2021-06-19
New York City Recovery Index,-0.7846762828016978
Covid-19 Hospitalizations Index,2.5350446843958707
Unemployment Claims Index,1.5942274849271598
Home Sales Index,-16.40061850512768
Rental Inventory Index,3.2218600675659133
Subway Mobility Index,2.357142857142854
Restaurant Reservations Index,1.9842857142857113
