DATE,2021-09-11
New York City Recovery Index,-6.568144158527502
Covid-19 Hospitalizations Index,1.207187499559602
Unemployment Claims Index,-17.411516012024073
Home Sales Index,-27.78258611736196
Rental Inventory Index,-4.2219503213386105
Subway Mobility Index,4.6000000000000085
Restaurant Reservations Index,4.199999999999996
