DATE,2021-08-14
New York City Recovery Index,-0.2660617351762937
Covid-19 Hospitalizations Index,-4.872906100537875
Unemployment Claims Index,-0.39277769391138406
Home Sales Index,0.4396741238846289
Rental Inventory Index,4.2839249737925655
Subway Mobility Index,-0.11428571428571388
Restaurant Reservations Index,-0.9399999999999977
