DATE,2021-03-27
New York City Recovery Index,2.494571542267174
Covid-19 Hospitalizations Index,-1.0292665427301912
Unemployment Claims Index,-2.146765354079953
Home Sales Index,9.861751199999986
Rental Inventory Index,3.7674242361274892
Subway Mobility Index,0.857142857142847
Restaurant Reservations Index,3.6571428571428584
