DATE,2021-07-10
New York City Recovery Index,3.631930792110097
Covid-19 Hospitalizations Index,1.0055928660320177
Unemployment Claims Index,-0.15641620600775497
Home Sales Index,27.575902177154774
Rental Inventory Index,-0.4906369416612506
Subway Mobility Index,0.7571428571428527
Restaurant Reservations Index,-6.899999999999999
