DATE,2021-06-26
New York City Recovery Index,-2.097585352253759
Covid-19 Hospitalizations Index,-1.3321489169114926
Unemployment Claims Index,-3.5978986420970855
Home Sales Index,-10.988708927136628
Rental Inventory Index,1.430387229765472
Subway Mobility Index,-0.18571428571428328
Restaurant Reservations Index,2.0885714285714343
